18:00:39.120 [XNIO-1 task-1]  -1Uc2lwuTU22Urz_BEBF1g DEBUG com.networknt.schema.TypeValidator debug - validate( "b625893d", "b625893d", userId)
18:00:45.302 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/90eee918
18:00:45.302 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.302 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:45.302 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:45.303 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/90eee918
18:00:45.303 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"82ef52dd-df6c-4ad3-850e-e989236aee7a","newPassword":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPasswordConfirm":"424f772b-7e42-4dd8-a878-480314c1d6ef"}, {"password":"82ef52dd-df6c-4ad3-850e-e989236aee7a","newPassword":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPasswordConfirm":"424f772b-7e42-4dd8-a878-480314c1d6ef"}, requestBody)
18:00:45.303 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"82ef52dd-df6c-4ad3-850e-e989236aee7a","newPassword":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPasswordConfirm":"424f772b-7e42-4dd8-a878-480314c1d6ef"}, {"password":"82ef52dd-df6c-4ad3-850e-e989236aee7a","newPassword":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPasswordConfirm":"424f772b-7e42-4dd8-a878-480314c1d6ef"}, requestBody)
18:00:45.304 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG com.networknt.schema.FormatValidator debug - validate( "424f772b-7e42-4dd8-a878-480314c1d6ef", {"password":"82ef52dd-df6c-4ad3-850e-e989236aee7a","newPassword":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPasswordConfirm":"424f772b-7e42-4dd8-a878-480314c1d6ef"}, requestBody.newPasswordConfirm)
18:00:45.304 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG com.networknt.schema.FormatValidator debug - validate( "82ef52dd-df6c-4ad3-850e-e989236aee7a", {"password":"82ef52dd-df6c-4ad3-850e-e989236aee7a","newPassword":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPasswordConfirm":"424f772b-7e42-4dd8-a878-480314c1d6ef"}, requestBody.password)
18:00:45.304 [XNIO-1 task-1]  F6W6yk2HRkCaOFncEp3VCw DEBUG com.networknt.schema.FormatValidator debug - validate( "424f772b-7e42-4dd8-a878-480314c1d6ef", {"password":"82ef52dd-df6c-4ad3-850e-e989236aee7a","newPassword":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPasswordConfirm":"424f772b-7e42-4dd8-a878-480314c1d6ef"}, requestBody.newPassword)
18:00:45.342 [XNIO-1 task-1]  IVxUYlxZSM6A0aaNPhbmeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.342 [XNIO-1 task-1]  IVxUYlxZSM6A0aaNPhbmeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.342 [XNIO-1 task-1]  IVxUYlxZSM6A0aaNPhbmeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.342 [XNIO-1 task-1]  IVxUYlxZSM6A0aaNPhbmeQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:45.369 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/90eee918
18:00:45.369 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.369 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:45.369 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:45.370 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/90eee918
18:00:45.371 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPassword":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPasswordConfirm":"944b9d15-4852-4ad1-ab3c-5725bf74de16"}, {"password":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPassword":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPasswordConfirm":"944b9d15-4852-4ad1-ab3c-5725bf74de16"}, requestBody)
18:00:45.371 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPassword":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPasswordConfirm":"944b9d15-4852-4ad1-ab3c-5725bf74de16"}, {"password":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPassword":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPasswordConfirm":"944b9d15-4852-4ad1-ab3c-5725bf74de16"}, requestBody)
18:00:45.371 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG com.networknt.schema.FormatValidator debug - validate( "944b9d15-4852-4ad1-ab3c-5725bf74de16", {"password":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPassword":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPasswordConfirm":"944b9d15-4852-4ad1-ab3c-5725bf74de16"}, requestBody.newPasswordConfirm)
18:00:45.371 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG com.networknt.schema.FormatValidator debug - validate( "424f772b-7e42-4dd8-a878-480314c1d6ef", {"password":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPassword":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPasswordConfirm":"944b9d15-4852-4ad1-ab3c-5725bf74de16"}, requestBody.password)
18:00:45.371 [XNIO-1 task-1]  5yxx6XsgTo2Hj6Tljj2JXw DEBUG com.networknt.schema.FormatValidator debug - validate( "944b9d15-4852-4ad1-ab3c-5725bf74de16", {"password":"424f772b-7e42-4dd8-a878-480314c1d6ef","newPassword":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPasswordConfirm":"944b9d15-4852-4ad1-ab3c-5725bf74de16"}, requestBody.newPassword)
18:00:45.403 [XNIO-1 task-1]  95TbY4fuSUy3B377zhUb7w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.403 [XNIO-1 task-1]  95TbY4fuSUy3B377zhUb7w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.403 [XNIO-1 task-1]  95TbY4fuSUy3B377zhUb7w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.403 [XNIO-1 task-1]  95TbY4fuSUy3B377zhUb7w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:45.413 [XNIO-1 task-1]  2XcENtDeRjW1m-8AOK7D1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.413 [XNIO-1 task-1]  2XcENtDeRjW1m-8AOK7D1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.414 [XNIO-1 task-1]  2XcENtDeRjW1m-8AOK7D1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.414 [XNIO-1 task-1]  2XcENtDeRjW1m-8AOK7D1A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:45.431 [XNIO-1 task-1]  ZMw10_6MTFq-SIFcXBvTkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/1361aa6f
18:00:45.431 [XNIO-1 task-1]  ZMw10_6MTFq-SIFcXBvTkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.431 [XNIO-1 task-1]  ZMw10_6MTFq-SIFcXBvTkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:45.431 [XNIO-1 task-1]  ZMw10_6MTFq-SIFcXBvTkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/1361aa6f
18:00:45.434 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:3121e9b3-ba5e-4568-adc6-86bb696c0d58
18:00:45.440 [XNIO-1 task-1]  XxL-276mSyqCy_7rFOVOMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.440 [XNIO-1 task-1]  XxL-276mSyqCy_7rFOVOMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.441 [XNIO-1 task-1]  XxL-276mSyqCy_7rFOVOMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.443 [XNIO-1 task-1]  XxL-276mSyqCy_7rFOVOMQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:45.487 [XNIO-1 task-1]  95nZzX4cRyqegSRZSSP4LQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.488 [XNIO-1 task-1]  95nZzX4cRyqegSRZSSP4LQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.488 [XNIO-1 task-1]  95nZzX4cRyqegSRZSSP4LQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.501 [XNIO-1 task-1]  _D2Ymq0WRj-CnyXi6PGaHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/52b1193d, base path is set to: null
18:00:45.501 [XNIO-1 task-1]  _D2Ymq0WRj-CnyXi6PGaHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.501 [XNIO-1 task-1]  _D2Ymq0WRj-CnyXi6PGaHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:45.501 [XNIO-1 task-1]  _D2Ymq0WRj-CnyXi6PGaHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/52b1193d, base path is set to: null
18:00:45.502 [XNIO-1 task-1]  _D2Ymq0WRj-CnyXi6PGaHQ DEBUG com.networknt.schema.TypeValidator debug - validate( "52b1193d", "52b1193d", userId)
18:00:45.513 [XNIO-1 task-1]  3e49Ahe-ToGkYat-t1GguQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/90eee918, base path is set to: null
18:00:45.514 [XNIO-1 task-1]  3e49Ahe-ToGkYat-t1GguQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.514 [XNIO-1 task-1]  3e49Ahe-ToGkYat-t1GguQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:45.514 [XNIO-1 task-1]  3e49Ahe-ToGkYat-t1GguQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/90eee918, base path is set to: null
18:00:45.514 [XNIO-1 task-1]  3e49Ahe-ToGkYat-t1GguQ DEBUG com.networknt.schema.TypeValidator debug - validate( "90eee918", "90eee918", userId)
18:00:45.527 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/90eee918
18:00:45.527 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.527 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:45.527 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:45.528 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/90eee918
18:00:45.528 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPassword":"dd0ae04e-70b8-47db-8021-e40c03e599fc","newPasswordConfirm":"dd0ae04e-70b8-47db-8021-e40c03e599fc"}, {"password":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPassword":"dd0ae04e-70b8-47db-8021-e40c03e599fc","newPasswordConfirm":"dd0ae04e-70b8-47db-8021-e40c03e599fc"}, requestBody)
18:00:45.528 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPassword":"dd0ae04e-70b8-47db-8021-e40c03e599fc","newPasswordConfirm":"dd0ae04e-70b8-47db-8021-e40c03e599fc"}, {"password":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPassword":"dd0ae04e-70b8-47db-8021-e40c03e599fc","newPasswordConfirm":"dd0ae04e-70b8-47db-8021-e40c03e599fc"}, requestBody)
18:00:45.529 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG com.networknt.schema.FormatValidator debug - validate( "dd0ae04e-70b8-47db-8021-e40c03e599fc", {"password":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPassword":"dd0ae04e-70b8-47db-8021-e40c03e599fc","newPasswordConfirm":"dd0ae04e-70b8-47db-8021-e40c03e599fc"}, requestBody.newPasswordConfirm)
18:00:45.529 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG com.networknt.schema.FormatValidator debug - validate( "944b9d15-4852-4ad1-ab3c-5725bf74de16", {"password":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPassword":"dd0ae04e-70b8-47db-8021-e40c03e599fc","newPasswordConfirm":"dd0ae04e-70b8-47db-8021-e40c03e599fc"}, requestBody.password)
18:00:45.529 [XNIO-1 task-1]  nnIdGaiBQPSIElu3MmSGUA DEBUG com.networknt.schema.FormatValidator debug - validate( "dd0ae04e-70b8-47db-8021-e40c03e599fc", {"password":"944b9d15-4852-4ad1-ab3c-5725bf74de16","newPassword":"dd0ae04e-70b8-47db-8021-e40c03e599fc","newPasswordConfirm":"dd0ae04e-70b8-47db-8021-e40c03e599fc"}, requestBody.newPassword)
18:00:45.538 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:5fa6a6f5-8541-49f0-86a8-259525091cf9
18:00:45.538 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:fe63e39d
18:00:45.565 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/3931a09b, base path is set to: null
18:00:45.566 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.566 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:45.566 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:45.566 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/3931a09b, base path is set to: null
18:00:45.568 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG com.networknt.schema.TypeValidator debug - validate( "3931a09b", "3931a09b", userId)
18:00:45.568 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"5aa64566-d299-4a0a-bf2e-8e74311cf291","newPassword":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPasswordConfirm":"b4515fef-1df9-4ccc-952c-d9428938d55c"}, {"password":"5aa64566-d299-4a0a-bf2e-8e74311cf291","newPassword":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPasswordConfirm":"b4515fef-1df9-4ccc-952c-d9428938d55c"}, requestBody)
18:00:45.569 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG com.networknt.schema.TypeValidator debug - validate( "b4515fef-1df9-4ccc-952c-d9428938d55c", {"password":"5aa64566-d299-4a0a-bf2e-8e74311cf291","newPassword":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPasswordConfirm":"b4515fef-1df9-4ccc-952c-d9428938d55c"}, requestBody.newPasswordConfirm)
18:00:45.569 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG com.networknt.schema.TypeValidator debug - validate( "5aa64566-d299-4a0a-bf2e-8e74311cf291", {"password":"5aa64566-d299-4a0a-bf2e-8e74311cf291","newPassword":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPasswordConfirm":"b4515fef-1df9-4ccc-952c-d9428938d55c"}, requestBody.password)
18:00:45.569 [XNIO-1 task-1]  Vig9hiKETXO1hczZIzEqnw DEBUG com.networknt.schema.TypeValidator debug - validate( "b4515fef-1df9-4ccc-952c-d9428938d55c", {"password":"5aa64566-d299-4a0a-bf2e-8e74311cf291","newPassword":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPasswordConfirm":"b4515fef-1df9-4ccc-952c-d9428938d55c"}, requestBody.newPassword)
18:00:45.567 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:ee464fea-975e-46d4-813e-eac9359f7789
18:00:45.575 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:ee464fea-975e-46d4-813e-eac9359f7789
18:00:45.587 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:b2b8c1c6-1b10-40a5-96ab-34d1c9229ae7
18:00:45.611 [XNIO-1 task-1]  8Z8rFJecTcqgR_jr4IzSxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.611 [XNIO-1 task-1]  8Z8rFJecTcqgR_jr4IzSxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.611 [XNIO-1 task-1]  8Z8rFJecTcqgR_jr4IzSxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.627 [XNIO-1 task-1]  RKe-4BUxQJSPbRpLS5pwHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.627 [XNIO-1 task-1]  RKe-4BUxQJSPbRpLS5pwHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.631 [XNIO-1 task-1]  RKe-4BUxQJSPbRpLS5pwHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.646 [XNIO-1 task-1]  Wx7rmAxeQC-xkvQufsTnLw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.647 [XNIO-1 task-1]  Wx7rmAxeQC-xkvQufsTnLw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.647 [XNIO-1 task-1]  Wx7rmAxeQC-xkvQufsTnLw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.648 [XNIO-1 task-1]  Wx7rmAxeQC-xkvQufsTnLw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:45.654 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:fe63e39d
18:00:45.659 [XNIO-1 task-1]  jt8eGp5wRDCRsECs9r8LSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/1361aa6f, base path is set to: null
18:00:45.659 [XNIO-1 task-1]  jt8eGp5wRDCRsECs9r8LSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.661 [XNIO-1 task-1]  jt8eGp5wRDCRsECs9r8LSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:45.661 [XNIO-1 task-1]  jt8eGp5wRDCRsECs9r8LSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/1361aa6f, base path is set to: null
18:00:45.666 [XNIO-1 task-1]  jt8eGp5wRDCRsECs9r8LSQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1361aa6f", "1361aa6f", userId)
18:00:45.675 [XNIO-1 task-1]  jorfd0VrShCsIbRGYS8dyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/1361aa6f
18:00:45.675 [XNIO-1 task-1]  jorfd0VrShCsIbRGYS8dyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.675 [XNIO-1 task-1]  jorfd0VrShCsIbRGYS8dyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:45.675 [XNIO-1 task-1]  jorfd0VrShCsIbRGYS8dyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/1361aa6f
18:00:45.691 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/3931a09b, base path is set to: null
18:00:45.692 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.692 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:45.692 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:45.693 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/3931a09b, base path is set to: null
18:00:45.693 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG com.networknt.schema.TypeValidator debug - validate( "3931a09b", "3931a09b", userId)
18:00:45.694 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPassword":"50d62798-ea53-4238-ae60-afcc747a67bf","newPasswordConfirm":"50d62798-ea53-4238-ae60-afcc747a67bf"}, {"password":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPassword":"50d62798-ea53-4238-ae60-afcc747a67bf","newPasswordConfirm":"50d62798-ea53-4238-ae60-afcc747a67bf"}, requestBody)
18:00:45.694 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG com.networknt.schema.TypeValidator debug - validate( "50d62798-ea53-4238-ae60-afcc747a67bf", {"password":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPassword":"50d62798-ea53-4238-ae60-afcc747a67bf","newPasswordConfirm":"50d62798-ea53-4238-ae60-afcc747a67bf"}, requestBody.newPasswordConfirm)
18:00:45.694 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b4515fef-1df9-4ccc-952c-d9428938d55c", {"password":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPassword":"50d62798-ea53-4238-ae60-afcc747a67bf","newPasswordConfirm":"50d62798-ea53-4238-ae60-afcc747a67bf"}, requestBody.password)
18:00:45.694 [XNIO-1 task-1]  R6h33qdqQj-1DR45SnMKnQ DEBUG com.networknt.schema.TypeValidator debug - validate( "50d62798-ea53-4238-ae60-afcc747a67bf", {"password":"b4515fef-1df9-4ccc-952c-d9428938d55c","newPassword":"50d62798-ea53-4238-ae60-afcc747a67bf","newPasswordConfirm":"50d62798-ea53-4238-ae60-afcc747a67bf"}, requestBody.newPassword)
18:00:45.733 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:fef5dbc9
18:00:45.735 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:fef5dbc9
18:00:45.738 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/fd4bfb06
18:00:45.738 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.738 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:45.738 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:45.738 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/fd4bfb06
18:00:45.739 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"3ab993e2-9e18-471d-8590-70adeea26248","newPassword":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPasswordConfirm":"20bd3a2c-8c05-4a57-9206-e1d716900c18"}, {"password":"3ab993e2-9e18-471d-8590-70adeea26248","newPassword":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPasswordConfirm":"20bd3a2c-8c05-4a57-9206-e1d716900c18"}, requestBody)
18:00:45.739 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"3ab993e2-9e18-471d-8590-70adeea26248","newPassword":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPasswordConfirm":"20bd3a2c-8c05-4a57-9206-e1d716900c18"}, {"password":"3ab993e2-9e18-471d-8590-70adeea26248","newPassword":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPasswordConfirm":"20bd3a2c-8c05-4a57-9206-e1d716900c18"}, requestBody)
