17:00:39.530 [XNIO-1 task-1]  3hlNntToQtOm73AOXr4kRQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, requestBody)
17:00:45.191 [XNIO-1 task-2]  qUcliyUqSgyK2skrZbeHqA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.192 [XNIO-1 task-2]  qUcliyUqSgyK2skrZbeHqA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:45.201 [XNIO-1 task-2]  pslCxBS2SjygI9NK7NMujA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.201 [XNIO-1 task-2]  pslCxBS2SjygI9NK7NMujA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.202 [XNIO-1 task-2]  pslCxBS2SjygI9NK7NMujA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.216 [XNIO-1 task-2]  x9d4O4rXQE2BcYXxhlrg-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/cb8e9ae7
17:00:45.216 [XNIO-1 task-2]  x9d4O4rXQE2BcYXxhlrg-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.216 [XNIO-1 task-2]  x9d4O4rXQE2BcYXxhlrg-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:45.216 [XNIO-1 task-2]  x9d4O4rXQE2BcYXxhlrg-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/cb8e9ae7
17:00:45.226 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/cb8e9ae7, base path is set to: null
17:00:45.226 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.226 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:45.226 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
17:00:45.227 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/cb8e9ae7, base path is set to: null
17:00:45.227 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG com.networknt.schema.TypeValidator debug - validate( "cb8e9ae7", "cb8e9ae7", userId)
17:00:45.227 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"170dcf16-8b33-466c-9637-368f19657b1d","newPassword":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f","newPasswordConfirm":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f"}, {"password":"170dcf16-8b33-466c-9637-368f19657b1d","newPassword":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f","newPasswordConfirm":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f"}, requestBody)
17:00:45.227 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG com.networknt.schema.TypeValidator debug - validate( "b871e6d1-c7b6-4bbe-9835-fe0d696f627f", {"password":"170dcf16-8b33-466c-9637-368f19657b1d","newPassword":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f","newPasswordConfirm":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f"}, requestBody.newPasswordConfirm)
17:00:45.227 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG com.networknt.schema.TypeValidator debug - validate( "170dcf16-8b33-466c-9637-368f19657b1d", {"password":"170dcf16-8b33-466c-9637-368f19657b1d","newPassword":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f","newPasswordConfirm":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f"}, requestBody.password)
17:00:45.228 [XNIO-1 task-2]  vUlDJzOpRg-A4zM08rvMwg DEBUG com.networknt.schema.TypeValidator debug - validate( "b871e6d1-c7b6-4bbe-9835-fe0d696f627f", {"password":"170dcf16-8b33-466c-9637-368f19657b1d","newPassword":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f","newPasswordConfirm":"b871e6d1-c7b6-4bbe-9835-fe0d696f627f"}, requestBody.newPassword)
17:00:45.262 [XNIO-1 task-2]  g1iGfthWRBeDouw0hRWOkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/cb8e9ae7, base path is set to: null
17:00:45.263 [XNIO-1 task-2]  g1iGfthWRBeDouw0hRWOkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.263 [XNIO-1 task-2]  g1iGfthWRBeDouw0hRWOkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:45.263 [XNIO-1 task-2]  g1iGfthWRBeDouw0hRWOkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/cb8e9ae7, base path is set to: null
17:00:45.263 [XNIO-1 task-2]  g1iGfthWRBeDouw0hRWOkQ DEBUG com.networknt.schema.TypeValidator debug - validate( "cb8e9ae7", "cb8e9ae7", userId)
17:00:45.285 [XNIO-1 task-2]  dC3vurhKSKmmSEr9b_-Nvw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.285 [XNIO-1 task-2]  dC3vurhKSKmmSEr9b_-Nvw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.286 [XNIO-1 task-2]  dC3vurhKSKmmSEr9b_-Nvw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.286 [XNIO-1 task-2]  dC3vurhKSKmmSEr9b_-Nvw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:45.302 [XNIO-1 task-2]  qn7etCO8QNmTZlcuMmb0Cg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.302 [XNIO-1 task-2]  qn7etCO8QNmTZlcuMmb0Cg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.303 [XNIO-1 task-2]  qn7etCO8QNmTZlcuMmb0Cg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.344 [XNIO-1 task-2]  3awsE7J0Qymk5SC-8XUh_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/32558dc8
17:00:45.344 [XNIO-1 task-2]  3awsE7J0Qymk5SC-8XUh_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.344 [XNIO-1 task-2]  3awsE7J0Qymk5SC-8XUh_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:45.345 [XNIO-1 task-2]  3awsE7J0Qymk5SC-8XUh_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/32558dc8
17:00:45.351 [XNIO-1 task-2]  wiw8ui0GQaWoEswWIcI_Tw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.351 [XNIO-1 task-2]  wiw8ui0GQaWoEswWIcI_Tw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.351 [XNIO-1 task-2]  wiw8ui0GQaWoEswWIcI_Tw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.389 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:caeea7f7-551a-44b9-911e-af7f3af25f41
17:00:45.416 [XNIO-1 task-2]  58wXbQvaQ5-O9BEPuzlxHw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/32558dc8
17:00:45.417 [XNIO-1 task-2]  58wXbQvaQ5-O9BEPuzlxHw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.417 [XNIO-1 task-2]  58wXbQvaQ5-O9BEPuzlxHw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:45.417 [XNIO-1 task-2]  58wXbQvaQ5-O9BEPuzlxHw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/32558dc8
17:00:45.433 [XNIO-1 task-2]  pNOHy7C_QN2ihAO-BFc1sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.433 [XNIO-1 task-2]  pNOHy7C_QN2ihAO-BFc1sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.433 [XNIO-1 task-2]  pNOHy7C_QN2ihAO-BFc1sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.433 [XNIO-1 task-2]  pNOHy7C_QN2ihAO-BFc1sQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:45.446 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/60fc213e, base path is set to: null
17:00:45.447 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.447 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:45.447 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
17:00:45.447 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/60fc213e, base path is set to: null
17:00:45.447 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "60fc213e", "60fc213e", userId)
17:00:45.448 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"fad40dfd-3edc-4ed0-abf1-d10d177401a5","newPassword":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPasswordConfirm":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d"}, {"password":"fad40dfd-3edc-4ed0-abf1-d10d177401a5","newPassword":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPasswordConfirm":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d"}, requestBody)
17:00:45.448 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "35cdbc36-3f45-4fe4-9869-c14e75e5f19d", {"password":"fad40dfd-3edc-4ed0-abf1-d10d177401a5","newPassword":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPasswordConfirm":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d"}, requestBody.newPasswordConfirm)
17:00:45.448 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "fad40dfd-3edc-4ed0-abf1-d10d177401a5", {"password":"fad40dfd-3edc-4ed0-abf1-d10d177401a5","newPassword":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPasswordConfirm":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d"}, requestBody.password)
17:00:45.448 [XNIO-1 task-2]  7AJV9ST8SDyIkXPdgrcW1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "35cdbc36-3f45-4fe4-9869-c14e75e5f19d", {"password":"fad40dfd-3edc-4ed0-abf1-d10d177401a5","newPassword":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPasswordConfirm":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d"}, requestBody.newPassword)
17:00:45.495 [XNIO-1 task-2]  LCUpPMjPSvCJUjzT16oQxw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/d24e5110, base path is set to: null
17:00:45.496 [XNIO-1 task-2]  LCUpPMjPSvCJUjzT16oQxw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.496 [XNIO-1 task-2]  LCUpPMjPSvCJUjzT16oQxw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:45.496 [XNIO-1 task-2]  LCUpPMjPSvCJUjzT16oQxw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/d24e5110, base path is set to: null
17:00:45.496 [XNIO-1 task-2]  LCUpPMjPSvCJUjzT16oQxw DEBUG com.networknt.schema.TypeValidator debug - validate( "d24e5110", "d24e5110", userId)
17:00:45.502 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/60fc213e
17:00:45.503 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.503 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:45.503 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:45.503 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/60fc213e
17:00:45.504 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPassword":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPasswordConfirm":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e"}, {"password":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPassword":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPasswordConfirm":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e"}, requestBody)
17:00:45.504 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPassword":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPasswordConfirm":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e"}, {"password":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPassword":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPasswordConfirm":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e"}, requestBody)
17:00:45.504 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG com.networknt.schema.FormatValidator debug - validate( "74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e", {"password":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPassword":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPasswordConfirm":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e"}, requestBody.newPasswordConfirm)
17:00:45.504 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG com.networknt.schema.FormatValidator debug - validate( "35cdbc36-3f45-4fe4-9869-c14e75e5f19d", {"password":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPassword":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPasswordConfirm":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e"}, requestBody.password)
17:00:45.505 [XNIO-1 task-2]  FM_hkifnRYufLD5a20V4aw DEBUG com.networknt.schema.FormatValidator debug - validate( "74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e", {"password":"35cdbc36-3f45-4fe4-9869-c14e75e5f19d","newPassword":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPasswordConfirm":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e"}, requestBody.newPassword)
17:00:45.534 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/60fc213e
17:00:45.534 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.534 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:45.534 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:45.535 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/60fc213e
17:00:45.535 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPassword":"ea26c44b-4584-468a-b1ff-b02e57cb17f9","newPasswordConfirm":"ea26c44b-4584-468a-b1ff-b02e57cb17f9"}, {"password":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPassword":"ea26c44b-4584-468a-b1ff-b02e57cb17f9","newPasswordConfirm":"ea26c44b-4584-468a-b1ff-b02e57cb17f9"}, requestBody)
17:00:45.535 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPassword":"ea26c44b-4584-468a-b1ff-b02e57cb17f9","newPasswordConfirm":"ea26c44b-4584-468a-b1ff-b02e57cb17f9"}, {"password":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPassword":"ea26c44b-4584-468a-b1ff-b02e57cb17f9","newPasswordConfirm":"ea26c44b-4584-468a-b1ff-b02e57cb17f9"}, requestBody)
17:00:45.535 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG com.networknt.schema.FormatValidator debug - validate( "ea26c44b-4584-468a-b1ff-b02e57cb17f9", {"password":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPassword":"ea26c44b-4584-468a-b1ff-b02e57cb17f9","newPasswordConfirm":"ea26c44b-4584-468a-b1ff-b02e57cb17f9"}, requestBody.newPasswordConfirm)
17:00:45.535 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG com.networknt.schema.FormatValidator debug - validate( "74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e", {"password":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPassword":"ea26c44b-4584-468a-b1ff-b02e57cb17f9","newPasswordConfirm":"ea26c44b-4584-468a-b1ff-b02e57cb17f9"}, requestBody.password)
17:00:45.535 [XNIO-1 task-2]  3dyJpg-yQaaSTQGM7J2hhQ DEBUG com.networknt.schema.FormatValidator debug - validate( "ea26c44b-4584-468a-b1ff-b02e57cb17f9", {"password":"74d91fb8-68b0-47ce-b0c2-6f9d06ddd06e","newPassword":"ea26c44b-4584-468a-b1ff-b02e57cb17f9","newPasswordConfirm":"ea26c44b-4584-468a-b1ff-b02e57cb17f9"}, requestBody.newPassword)
17:00:45.556 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:7b57dada
17:00:45.556 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:ddf8cee8-bd77-4970-9c85-640c97e83c75
17:00:45.557 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:7b57dada
17:00:45.563 [XNIO-1 task-2]  iUCm-j2MRR6QDS5_NN7qlw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.563 [XNIO-1 task-2]  iUCm-j2MRR6QDS5_NN7qlw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.564 [XNIO-1 task-2]  iUCm-j2MRR6QDS5_NN7qlw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.597 [XNIO-1 task-2]  eljjl4WkTlS3bDvHVPY7Hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.597 [XNIO-1 task-2]  eljjl4WkTlS3bDvHVPY7Hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.598 [XNIO-1 task-2]  eljjl4WkTlS3bDvHVPY7Hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.601 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:aedff129-d04b-4663-a7b0-c2727283a073
17:00:45.602 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:aedff129-d04b-4663-a7b0-c2727283a073
17:00:45.622 [XNIO-1 task-2]  GmtADrokSvyzCJ5Jzgp0tQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.622 [XNIO-1 task-2]  GmtADrokSvyzCJ5Jzgp0tQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.622 [XNIO-1 task-2]  GmtADrokSvyzCJ5Jzgp0tQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.654 [XNIO-1 task-2]  2H6ligycQtKaMYRX6GpzKA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.654 [XNIO-1 task-2]  2H6ligycQtKaMYRX6GpzKA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.654 [XNIO-1 task-2]  2H6ligycQtKaMYRX6GpzKA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.668 [XNIO-1 task-2]  qbfo-AQxQEqpVwD9T_yuSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/a660e1ad
17:00:45.668 [XNIO-1 task-2]  qbfo-AQxQEqpVwD9T_yuSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.669 [XNIO-1 task-2]  qbfo-AQxQEqpVwD9T_yuSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:45.669 [XNIO-1 task-2]  qbfo-AQxQEqpVwD9T_yuSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/a660e1ad
17:00:45.681 [XNIO-1 task-2]  HP18-FK8SWSaa9Ls0OI3mA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.681 [XNIO-1 task-2]  HP18-FK8SWSaa9Ls0OI3mA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.681 [XNIO-1 task-2]  HP18-FK8SWSaa9Ls0OI3mA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.701 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/d24e5110, base path is set to: null
17:00:45.701 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.701 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:45.701 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
17:00:45.702 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/d24e5110, base path is set to: null
17:00:45.702 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG com.networknt.schema.TypeValidator debug - validate( "d24e5110", "d24e5110", userId)
17:00:45.702 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"834060b2-03f8-4012-aa53-ef3d6bda603e","newPassword":"44f6c8af-f04c-4c47-9915-cd8c61029dbf","newPasswordConfirm":"44f6c8af-f04c-4c47-9915-cd8c61029dbf"}, {"password":"834060b2-03f8-4012-aa53-ef3d6bda603e","newPassword":"44f6c8af-f04c-4c47-9915-cd8c61029dbf","newPasswordConfirm":"44f6c8af-f04c-4c47-9915-cd8c61029dbf"}, requestBody)
17:00:45.703 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG com.networknt.schema.TypeValidator debug - validate( "44f6c8af-f04c-4c47-9915-cd8c61029dbf", {"password":"834060b2-03f8-4012-aa53-ef3d6bda603e","newPassword":"44f6c8af-f04c-4c47-9915-cd8c61029dbf","newPasswordConfirm":"44f6c8af-f04c-4c47-9915-cd8c61029dbf"}, requestBody.newPasswordConfirm)
17:00:45.703 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG com.networknt.schema.TypeValidator debug - validate( "834060b2-03f8-4012-aa53-ef3d6bda603e", {"password":"834060b2-03f8-4012-aa53-ef3d6bda603e","newPassword":"44f6c8af-f04c-4c47-9915-cd8c61029dbf","newPasswordConfirm":"44f6c8af-f04c-4c47-9915-cd8c61029dbf"}, requestBody.password)
17:00:45.703 [XNIO-1 task-2]  7O95qILASjWK9xFA3Gp08Q DEBUG com.networknt.schema.TypeValidator debug - validate( "44f6c8af-f04c-4c47-9915-cd8c61029dbf", {"password":"834060b2-03f8-4012-aa53-ef3d6bda603e","newPassword":"44f6c8af-f04c-4c47-9915-cd8c61029dbf","newPasswordConfirm":"44f6c8af-f04c-4c47-9915-cd8c61029dbf"}, requestBody.newPassword)
17:00:45.713 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:6a8b9ccd-b637-4acc-ac25-9aa4c1d57606
17:00:45.737 [XNIO-1 task-2]  2xYxoBBSTw-XOzXjpaeZvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/d24e5110, base path is set to: null
17:00:45.737 [XNIO-1 task-2]  2xYxoBBSTw-XOzXjpaeZvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.737 [XNIO-1 task-2]  2xYxoBBSTw-XOzXjpaeZvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
